CUSTOMER_ID,AGE,ACCOUNT_AGE_DAYS,TOTAL_ORDERS,TOTAL_SPEND,AVG_ORDER_VALUE,DAYS_SINCE_LAST_ORDER,BROWSE_SESSIONS,PAGES_PER_SESSION,AVG_SESSION_DURATION_MIN,CART_ABANDONMENT_RATE,WISHLIST_ITEMS,COUPON_USAGE_COUNT,REVIEW_COUNT,AVG_REVIEW_RATING,RETURN_RATE,MOBILE_ORDER_PCT,LOYALTY_POINTS
EC02601,50,172,9,648.67,72.07,61,18,3.22,9.15,0.337704,3,1,4,3.1,0.192538,0.165212,200
EC02602,39,151,12,1171.42,97.62,123,23,6.5,14.32,0.138456,3,6,2,4.6,0.288019,0.602646,5791
EC02603,35,1326,10,3905.94,390.59,179,23,3.65,9.08,0.124219,6,6,5,5.0,0.244444,0.575491,7141
EC02604,61,932,12,1496.05,124.67,175,19,1.42,2.79,0.263347,3,3,5,3.8,0.20288,0.670922,1368
EC02605,33,1827,13,640.39,49.26,108,14,6.03,14.47,0.304276,4,5,3,4.9,0.106811,0.378259,1500
EC02606,64,797,6,477.27,79.54,191,28,4.45,22.43,0.437603,7,7,3,,0.054106,0.54438,11001
EC02607,70,68,9,635.31,70.59,236,14,2.51,9.01,0.195953,3,0,2,3.7,0.068601,0.77726,2394
EC02608,28,225,15,430.45,28.7,281,21,14.09,18.41,0.282566,3,3,1,2.7,0.178333,0.661146,7517
EC02609,41,247,11,1154.9,104.99,171,19,1.77,4.18,0.04457,5,4,0,3.7,0.080085,0.550303,8343
EC02610,70,359,14,1015.82,72.56,142,25,5.4,6.67,0.631677,8,3,5,1.5,0.21207,0.217247,2080
EC02611,60,1712,17,2440.79,143.58,174,21,2.12,8.45,0.639031,9,3,4,3.4,0.279123,0.643165,14035
EC02612,61,788,6,855.82,142.64,121,16,2.16,7.51,0.218299,5,3,4,4.4,0.143145,0.546296,11570
EC02613,25,1614,17,2870.49,168.85,26,21,8.84,14.74,0.457395,4,6,5,2.9,0.008669,0.437829,11708
EC02614,70,967,14,2580.13,184.3,295,30,4.87,4.28,0.124508,10,1,0,3.7,0.062929,0.732855,6750
EC02615,37,279,7,429.9,61.41,188,21,17.34,12.81,0.147841,6,0,1,5.0,0.272007,0.675555,9869
EC02616,27,1005,11,1059.1,96.28,284,19,5.27,14.25,0.039416,7,3,2,2.7,0.07615,0.650186,3729
EC02617,20,492,7,703.49,100.5,282,23,5.79,14.48,0.239981,4,6,3,3.2,0.149172,0.579596,2438
EC02618,64,873,12,1059.52,88.29,17,21,6.86,6.24,0.202299,5,5,2,4.2,0.206689,0.257999,13140
EC02619,62,1048,10,723.64,72.36,214,17,6.69,4.95,0.342264,5,3,3,3.1,0.342326,0.284387,6479
EC02620,34,617,14,656.95,46.92,244,29,8.13,9.45,0.331993,2,0,2,5.0,0.385479,0.228661,6757
EC02621,63,1594,11,828.48,75.32,57,18,2.83,8.74,0.197118,5,2,1,4.0,0.333176,0.294038,12470
EC02622,51,1074,14,2522.4,,72,21,2.77,12.09,0.390325,6,3,3,4.1,0.085477,0.761905,2728
EC02623,70,1606,14,1719.03,122.79,297,14,5.86,12.79,0.17783,9,2,4,4.9,0.241188,0.182565,10682
EC02624,50,1229,12,1171.67,97.64,181,25,2.94,2.21,0.276883,6,3,2,3.6,0.13205,0.472726,1901
EC02625,50,1207,12,867.69,72.31,4,19,5.27,18.64,0.546585,5,3,0,2.3,0.075218,0.713111,6418
EC02626,40,1791,11,2436.74,221.52,171,21,8.4,24.36,0.481114,4,1,0,4.3,0.00731,0.285099,5956
EC02627,59,951,24,642.34,26.76,145,24,8.16,11.51,0.3259,6,1,1,3.0,0.290263,0.867085,9921
EC02628,20,302,13,1661.98,127.84,152,16,2.95,26.08,0.309588,8,3,2,3.2,0.124338,0.435619,13772
EC02629,33,1223,12,1332.19,111.02,226,18,4.3,5.68,0.629266,6,2,1,3.1,0.099647,0.924433,1887
EC02630,36,1947,10,952.22,95.22,222,14,6.75,13.71,0.25713,4,3,0,4.8,0.062591,0.692509,14799
EC02631,48,354,8,397.56,49.7,135,26,13.51,12.15,0.301079,3,4,2,2.1,0.118877,0.236659,6233
EC02632,46,1399,6,2399.81,399.97,178,20,2.04,15.6,0.299163,3,1,2,5.0,0.272823,0.84069,11454
EC02633,63,895,9,609.24,67.69,175,18,8.75,10.65,0.696885,4,0,3,3.8,0.075377,0.605909,10192
EC02634,43,1883,17,711.54,41.86,118,19,7.44,8.2,0.158857,7,5,0,4.4,0.2733,0.469416,7030
EC02635,65,725,11,1699.05,154.46,300,16,9.98,20.93,0.466015,4,8,2,4.4,0.310066,0.555224,993
EC02636,18,1340,14,1822.83,130.2,288,11,6.64,2.82,0.155698,3,2,1,4.2,0.130208,0.625609,1276
EC02637,69,884,13,1125.91,86.61,268,14,3.1,10.59,0.261989,11,5,2,3.8,0.040524,0.480483,14542
EC02638,38,1664,12,1217.36,101.45,109,25,8.46,6.66,0.371081,2,3,3,3.8,0.258089,0.607485,2415
EC02639,58,1217,20,3007.21,150.36,207,25,3.58,7.63,0.223145,7,2,4,2.7,0.128738,0.642496,2638
EC02640,47,1557,10,795.41,79.54,133,20,4.8,10.55,0.338175,6,2,0,4.3,0.185283,0.680179,2241
EC02641,40,1743,16,1342.37,83.9,12,26,5.96,8.69,0.20749,11,6,2,4.4,0.065546,0.381766,6585
EC02642,47,1235,20,1034.77,51.74,295,26,9.54,13.44,0.242409,2,1,1,3.8,0.133871,0.528797,3041
EC02643,68,1190,7,218.41,31.2,2,18,4.9,5.88,0.194793,4,3,1,,0.051878,0.708186,11513
EC02644,48,612,8,339.72,42.46,191,24,1.22,17.57,0.221408,9,5,2,3.1,0.059288,0.565639,10170
EC02645,39,956,8,956.05,119.51,47,20,10.72,15.15,0.246617,4,1,5,3.2,0.193819,0.538852,49
EC02646,65,1525,7,352.1,50.3,108,12,6.01,,0.333087,4,6,3,3.9,0.030334,0.915479,7852
EC02647,66,645,13,2256.49,173.58,323,16,8.18,24.5,0.181882,6,1,2,4.9,0.108635,0.530463,14160
EC02648,45,363,13,1396.24,107.4,42,16,1.0,2.37,0.568307,3,6,3,4.3,0.084677,0.605547,3409
EC02649,59,685,11,2340.52,212.77,324,18,7.42,4.96,0.377981,5,0,1,4.1,0.130727,0.601816,6221
EC02650,19,1987,16,1200.25,75.02,239,16,9.58,5.21,0.030138,5,2,1,3.6,0.023159,0.272424,13069
EC02651,52,409,10,920.93,92.09,296,24,2.47,13.06,0.128316,6,2,1,3.6,0.112641,0.653785,12886
EC02652,69,494,18,484.48,26.92,271,15,6.78,7.51,0.231989,5,2,0,3.9,0.102949,0.72239,2930
EC02653,27,1594,7,641.11,91.59,225,20,8.43,9.35,0.171944,0,1,3,3.9,0.148024,0.611177,13593
EC02654,59,1777,13,184.68,14.21,89,20,9.92,16.14,0.579605,4,0,3,4.0,0.387935,0.517858,4567
EC02655,48,1661,9,754.53,83.84,147,20,4.04,13.59,0.254772,6,3,2,2.9,0.250902,0.348252,2221
EC02656,61,1128,13,2448.32,188.33,357,24,2.26,17.66,0.041054,2,6,0,3.9,0.036464,0.551257,14578
EC02657,53,310,13,814.84,62.68,295,24,5.42,10.46,0.295438,1,3,3,4.3,0.306359,0.605158,8155
EC02658,59,1067,8,3853.69,481.71,160,19,1.0,18.47,0.130529,8,4,7,5.0,0.036502,0.411546,11698
EC02659,36,1703,12,493.84,41.15,289,17,7.07,20.48,0.117812,5,0,5,3.3,0.021605,0.35611,6142
EC02660,70,757,11,1497.6,136.15,259,22,7.4,20.41,0.250684,4,3,2,3.9,0.44861,0.306826,2192
EC02661,22,720,13,2263.17,174.09,37,24,7.6,7.23,0.215727,6,0,3,2.9,0.135714,0.542881,8644
EC02662,19,1181,16,2085.98,130.37,114,25,6.18,12.82,0.140889,7,2,5,3.3,0.033111,0.452631,6789
EC02663,58,1531,11,372.13,33.83,48,29,7.12,9.24,0.568694,3,4,1,4.1,0.120838,0.530451,4310
EC02664,27,833,8,2107.43,263.43,65,22,7.12,10.99,0.297962,2,1,1,5.0,0.177427,0.554777,10036
EC02665,33,1829,20,754.42,37.72,86,13,3.77,25.65,0.324609,7,8,1,3.6,0.144451,0.728699,8908
EC02666,67,716,8,2340.07,292.51,132,20,2.77,13.07,0.592048,3,4,2,3.9,0.094862,0.673141,13171
EC02667,37,1721,9,542.22,60.25,212,25,8.14,,0.267989,7,1,3,3.1,0.123361,0.702769,7861
EC02668,66,1016,14,1064.7,76.05,44,24,13.85,17.06,0.35488,3,4,6,2.8,0.017806,0.894707,2250
EC02669,41,1520,10,391.29,39.13,15,20,3.59,14.37,0.028312,6,6,2,2.7,0.269905,0.350061,7277
EC02670,21,444,12,1261.31,105.11,31,19,5.35,5.7,0.174913,7,3,3,4.6,0.343327,0.61636,6390
EC02671,62,1037,15,1243.57,82.9,319,20,3.17,10.46,0.226871,4,2,3,3.4,0.198812,0.50771,10600
EC02672,30,1323,7,949.43,135.63,201,16,6.16,16.45,0.295452,4,4,0,3.4,0.280526,0.630568,14734
EC02673,64,118,12,1599.36,133.28,39,16,2.09,14.74,0.106592,6,5,2,5.0,0.309397,0.532434,5542
EC02674,45,423,14,1539.46,109.96,35,22,3.95,13.9,0.279947,3,2,3,2.4,0.025957,0.295198,13183
EC02675,51,243,16,1906.05,119.13,173,18,2.95,16.18,0.129056,6,2,1,3.4,0.130352,0.8303,7765
EC02676,32,764,8,1713.86,214.23,352,25,2.55,15.1,0.534344,7,4,4,4.3,0.223025,0.211615,9893
EC02677,24,785,13,510.63,39.28,120,20,12.35,7.46,0.66387,2,2,2,5.0,0.079355,0.751638,6087
EC02678,70,1652,13,2101.36,161.64,292,25,3.9,7.76,0.123132,4,1,2,4.7,0.345318,0.753718,6254
EC02679,64,173,10,926.79,92.68,225,21,4.06,13.4,0.378482,10,3,2,2.5,0.021886,0.276423,7959
EC02680,31,588,10,464.69,46.47,299,20,9.95,12.01,0.081731,7,2,0,2.9,0.275739,0.559834,12256
EC02681,24,1887,13,1867.81,143.68,314,27,11.0,10.27,0.298168,3,3,3,2.7,0.548794,0.458979,5299
EC02682,56,1173,17,691.24,40.66,125,27,5.94,8.88,0.414234,5,1,1,4.6,0.131434,0.236697,8992
EC02683,37,1514,13,1162.61,89.43,80,21,3.93,18.36,0.518804,5,4,1,3.6,0.117786,0.86531,10694
EC02684,60,1932,10,3383.86,338.39,209,13,7.49,10.74,0.125594,9,4,0,5.0,0.324037,0.722136,2582
EC02685,38,1862,12,377.77,31.48,294,25,4.97,,0.30158,9,1,2,2.7,0.03604,0.472085,11613
EC02686,32,206,10,1610.78,161.08,127,20,3.73,3.54,0.198328,9,2,2,4.2,0.008534,0.453577,5620
EC02687,39,141,16,741.2,46.32,273,20,3.34,12.12,0.247367,6,2,4,3.4,0.259784,0.526017,8516
EC02688,43,608,11,600.2,54.56,230,16,8.21,13.81,0.390454,2,5,0,5.0,0.329413,0.614723,14715
EC02689,40,1442,9,325.57,36.17,364,23,9.03,11.26,0.235387,5,4,4,2.5,0.105583,0.302382,3313
EC02690,42,52,9,858.69,95.41,6,29,3.18,9.83,0.311078,5,2,1,4.0,0.168095,0.569729,8858
EC02691,41,1471,15,2551.86,170.12,236,14,1.97,3.63,0.090474,4,7,3,2.8,0.223612,0.342248,14013
EC02692,36,210,9,1048.96,116.55,132,18,10.04,23.54,0.460772,4,2,3,5.0,0.032026,0.605625,5668
EC02693,63,603,11,406.34,36.94,10,20,2.56,14.22,0.292699,8,2,4,5.0,0.058577,0.478209,14738
EC02694,65,1264,10,1237.59,123.76,247,17,4.95,8.67,0.303993,4,2,0,4.3,0.355388,0.476319,13288
EC02695,27,1789,6,1151.77,191.96,63,17,5.47,5.07,0.1502,7,6,2,5.0,0.168164,0.617847,2514
EC02696,34,1025,11,1085.31,98.66,97,23,10.7,19.09,0.147213,2,7,3,2.9,0.065238,0.682987,10363
EC02697,60,65,9,738.99,82.11,143,23,3.39,14.61,0.280551,6,1,2,4.6,0.080077,0.329648,11844
EC02698,20,1222,7,609.5,87.07,306,26,1.13,8.12,0.065854,6,2,2,4.6,0.117188,0.524951,768
EC02699,41,1047,16,591.4,36.96,49,19,14.54,13.72,0.428858,7,4,2,4.2,0.303496,0.69482,9192
EC02700,18,1421,16,1137.7,71.11,137,24,2.59,16.48,0.574404,8,4,1,3.4,0.107595,0.564023,14820
EC02701,23,303,15,872.0,58.13,315,19,3.14,10.85,0.079137,5,2,5,4.8,0.10532,0.654948,2995
EC02702,43,1973,8,549.82,68.73,105,18,6.09,4.68,0.106275,2,4,2,4.1,0.181875,0.382847,10095
EC02703,35,1318,10,563.59,56.36,235,21,10.28,3.71,0.460617,8,5,3,4.2,0.32854,0.679344,13150
EC02704,43,1232,11,1279.61,116.33,9,23,1.53,13.59,0.106826,3,2,2,5.0,0.030807,0.344757,14308
EC02705,46,1747,11,570.63,51.88,233,15,3.98,23.8,0.412954,6,1,4,3.7,0.247706,0.37654,4949
EC02706,19,1940,15,1266.39,84.43,80,17,8.58,11.93,0.260579,3,3,4,3.9,0.431227,0.27973,500
EC02707,67,129,16,942.19,58.89,93,26,10.96,4.65,0.394245,7,2,1,3.6,0.296873,0.225744,2455
EC02708,62,1940,10,405.53,40.55,102,24,1.56,11.64,0.100967,1,3,3,3.8,0.370049,0.532285,13632
EC02709,67,549,6,778.45,129.74,348,12,2.63,16.83,0.335608,7,2,1,3.8,0.41416,0.823121,1934
EC02710,43,1826,12,1447.3,120.61,38,22,2.43,13.09,0.915729,7,1,0,,0.141572,0.574154,12403
EC02711,42,1658,13,1023.44,78.73,335,24,3.47,15.67,0.320929,5,1,2,2.8,0.11938,0.821299,7788
EC02712,55,289,12,396.58,33.05,169,23,9.59,17.06,0.367077,1,6,0,4.4,0.250525,0.619705,3985
EC02713,61,141,14,1229.54,87.82,10,24,3.25,16.33,0.267605,1,4,1,4.0,0.099494,0.184746,6943
EC02714,25,310,13,187.95,14.46,19,24,4.36,,0.398484,8,3,1,2.4,0.257751,0.525789,12433
EC02715,58,976,21,1222.76,58.23,292,21,4.89,17.93,0.071556,2,1,0,4.1,0.209731,0.88028,6079
EC02716,62,652,11,735.85,66.9,276,19,8.1,10.96,0.261557,7,3,1,5.0,0.009569,0.110992,10897
EC02717,67,1984,9,888.68,98.74,172,14,14.91,10.31,0.493818,4,1,2,3.4,0.064485,0.519668,8965
EC02718,35,371,12,2629.56,219.13,136,19,1.0,9.85,0.578161,5,1,2,3.2,0.070439,0.480139,8700
EC02719,63,1874,15,968.84,64.59,26,24,2.45,30.92,0.492674,5,2,3,2.8,0.115184,0.467402,7611
EC02720,67,938,17,4157.44,244.56,335,24,6.77,20.07,0.434884,6,3,2,3.4,0.361367,0.488929,12594
EC02721,57,1069,16,1378.02,86.13,271,19,2.66,7.81,0.591671,7,2,1,4.7,0.064512,0.173682,8654
EC02722,62,1060,15,1149.55,76.64,154,20,6.96,25.47,0.664406,2,9,1,3.9,0.267511,0.748284,4140
EC02723,59,889,12,1177.57,98.13,54,25,8.59,5.83,0.077328,6,3,3,5.0,0.219194,0.495116,5320
EC02724,18,1154,17,1135.55,66.8,349,15,2.35,,0.547261,4,4,1,3.9,0.142604,0.491294,3047
EC02725,62,1224,14,688.88,49.21,98,20,1.32,11.72,0.173345,4,4,1,4.5,0.138242,0.845887,12640
EC02726,19,222,9,870.76,96.75,49,20,8.75,18.67,0.660067,1,2,2,3.1,0.182699,0.308788,5711
EC02727,62,614,10,248.02,24.8,320,21,1.0,6.41,0.392784,7,3,2,4.9,0.1283,0.642445,10799
EC02728,61,680,9,1173.22,130.36,275,18,3.06,17.38,0.264487,3,2,1,4.3,0.022645,0.36041,5728
EC02729,71,328,16,1381.9,86.37,55,16,9.88,,0.098112,0,4,3,3.8,0.09512,0.683491,12938
EC02730,27,1929,15,1877.6,125.17,206,27,6.81,14.76,0.101299,5,3,3,3.9,0.189129,0.711158,3013
EC02731,67,1737,4,433.51,108.38,97,23,6.32,14.08,0.202394,4,3,1,2.4,0.035865,0.418307,14940
EC02732,38,748,14,1829.26,130.66,251,24,8.65,8.34,0.022386,3,2,0,3.3,0.057495,0.312303,93
EC02733,58,1297,15,874.37,58.29,88,22,5.84,10.38,0.406857,7,1,2,3.3,0.316113,0.488989,12330
EC02734,53,633,12,670.25,55.85,20,14,5.62,10.94,0.301915,1,2,1,3.4,0.235345,0.271356,12382
EC02735,19,1401,8,937.32,117.16,219,25,4.15,12.14,0.206538,3,2,2,3.4,0.420219,0.644472,14575
EC02736,25,1109,17,2198.06,129.3,183,26,2.62,13.81,0.221295,2,1,2,2.6,0.101839,0.264913,6814
EC02737,49,43,14,2199.24,157.09,340,21,6.07,17.46,0.482692,3,2,1,4.3,0.207631,0.19763,5348
EC02738,59,601,10,1491.11,149.11,81,11,4.07,4.62,0.410352,3,2,3,3.7,0.063857,0.619484,3991
EC02739,47,1168,11,227.42,20.67,143,23,17.82,16.9,0.14069,2,5,3,4.7,0.118731,0.554323,10897
EC02740,41,503,13,1339.92,103.07,36,20,2.11,1.93,0.537763,5,4,1,3.6,0.521751,0.41192,9170
EC02741,66,1071,13,650.0,50.0,329,19,7.07,3.74,0.366493,6,2,3,4.4,0.483065,0.190177,7813
EC02742,36,297,19,1691.82,89.04,232,21,8.03,11.26,0.135763,5,5,3,3.2,0.398686,0.415648,10430
EC02743,32,1504,11,1061.78,96.53,60,28,11.88,10.58,0.089737,10,7,1,2.7,0.072721,0.741137,1733
EC02744,24,56,11,908.94,82.63,170,24,7.27,11.76,0.412069,7,5,2,3.7,0.309266,0.592621,10821
EC02745,25,600,18,1218.82,67.71,137,21,5.24,11.76,0.096057,9,4,2,3.5,0.192434,0.325536,10539
EC02746,36,1332,13,510.96,39.3,9,28,10.3,18.43,0.280197,4,4,1,3.9,0.171296,0.755257,2769
EC02747,30,945,12,1080.27,90.02,126,11,7.71,17.56,0.246274,3,2,2,5.0,0.101623,0.486961,8845
EC02748,66,322,12,1125.95,93.83,193,20,5.02,22.66,0.295125,7,3,2,3.1,0.062851,0.437396,12624
EC02749,60,1322,15,1642.32,109.49,37,13,11.53,15.92,0.226524,9,1,5,3.0,0.07531,0.496937,10820
EC02750,19,515,12,543.17,45.26,100,16,1.94,18.61,0.586126,5,1,5,3.6,0.0838,0.362941,12527
EC02751,48,46,11,1068.57,97.14,25,19,2.58,8.53,0.291232,6,1,2,2.9,0.024487,0.729674,2699
EC02752,48,706,13,1853.21,142.55,123,20,6.66,15.4,0.3137,1,5,3,2.8,0.030529,0.614622,4441
EC02753,63,275,7,573.74,81.96,46,11,2.04,5.79,0.112888,9,3,1,3.0,0.073704,0.482926,9666
EC02754,67,1478,10,1264.97,126.5,247,19,4.84,7.81,0.633608,8,0,2,4.5,0.117533,0.34886,8760
EC02755,58,1204,11,1283.97,116.72,221,19,5.68,16.28,0.093646,5,3,3,2.9,0.292438,0.637574,13815
EC02756,48,1777,10,170.27,17.03,199,15,2.66,30.7,0.318302,2,4,2,3.7,0.061365,0.471344,8630
EC02757,21,291,16,1024.61,64.04,129,20,16.43,26.27,0.419737,2,2,1,4.1,0.234858,0.742683,3828
EC02758,35,1735,12,1145.59,95.47,176,25,6.21,11.92,0.173609,4,0,1,4.4,0.310299,0.754694,5402
EC02759,26,337,18,593.94,33.0,171,23,1.95,27.61,0.335024,2,1,1,3.9,0.118709,0.373371,14582
EC02760,47,235,9,1607.03,178.56,310,17,5.78,8.33,0.436983,8,5,1,2.9,0.404673,0.702035,4407
EC02761,30,318,6,392.69,65.45,184,15,3.7,9.59,0.588525,6,2,1,4.5,0.234327,0.506628,12427
EC02762,53,477,7,1217.77,173.97,182,12,3.65,8.48,0.232105,3,3,1,2.5,0.350595,0.122221,14889
EC02763,58,262,12,1641.46,136.79,38,24,5.93,16.68,0.189421,3,4,2,1.7,0.092946,0.261452,7848
EC02764,67,441,25,3045.5,121.82,56,25,2.11,10.31,0.040714,7,5,2,4.7,0.171934,0.819363,1287
EC02765,50,1495,14,436.42,31.17,105,20,3.62,7.37,0.446307,1,0,2,3.5,0.104176,0.378867,13829
EC02766,65,805,13,836.19,64.32,261,28,1.96,7.36,0.189453,8,4,2,3.3,0.14531,0.304009,10039
EC02767,68,1708,11,229.95,20.9,110,16,7.51,2.99,0.508735,5,2,3,1.8,0.135503,0.723716,14523
EC02768,50,523,9,1367.25,151.92,293,17,5.03,8.33,0.506102,5,6,5,4.0,0.138171,0.805075,7302
EC02769,54,624,11,1449.53,131.78,206,19,6.15,10.26,0.084448,5,1,5,2.3,0.004003,0.592252,1612
EC02770,43,1916,17,1327.18,78.07,185,23,7.93,6.17,0.097212,4,3,0,3.1,0.100542,0.496379,4877
EC02771,46,1267,12,1259.55,104.96,361,21,7.48,10.09,0.141171,6,2,1,2.2,0.343677,0.366985,5077
EC02772,37,538,15,2454.44,163.63,222,24,16.77,10.08,0.21148,3,1,4,4.5,0.13268,0.553679,3643
EC02773,28,1870,15,364.3,24.29,188,19,4.34,15.01,0.092691,2,6,1,5.0,0.14585,0.375334,13632
EC02774,45,688,12,1040.03,86.67,317,21,3.41,7.05,0.646252,7,2,2,2.8,0.112449,0.394394,8250
EC02775,65,546,11,1687.23,153.38,322,19,4.19,17.69,0.208186,3,1,3,5.0,0.140455,0.657706,3283
EC02776,52,1796,11,787.2,71.56,195,23,1.39,5.23,0.374762,7,4,4,4.0,0.03416,0.508291,536
EC02777,39,704,10,1588.37,158.84,155,23,3.29,12.46,0.327634,7,1,4,4.5,0.03631,0.372567,12985
EC02778,42,359,16,1116.07,,2,20,12.73,11.05,0.108137,5,2,1,2.6,0.096641,0.673872,7426
EC02779,52,1353,17,2094.32,,291,18,3.35,16.47,0.570196,5,1,4,5.0,0.036807,0.627356,5718
EC02780,49,1526,10,997.82,99.78,140,18,7.1,20.19,0.321417,10,5,1,4.5,0.295204,0.309789,7139
EC02781,34,950,13,760.32,58.49,276,33,6.32,7.66,0.1677,8,3,6,3.8,0.164646,0.585591,7470
EC02782,48,756,7,724.9,103.56,280,23,5.8,6.4,0.140807,3,5,0,4.0,0.016047,0.589737,950
EC02783,29,1986,16,1378.27,86.14,131,21,7.2,6.59,0.586276,4,1,3,3.9,0.052942,0.607516,3769
EC02784,53,1958,13,680.41,,81,24,8.79,7.37,0.381286,4,6,2,3.6,0.282953,0.271817,9200
EC02785,45,745,13,579.48,44.58,285,21,3.76,6.76,0.25697,7,3,4,4.7,0.069132,0.554454,7932
EC02786,60,435,11,1224.75,111.34,355,20,5.73,11.06,0.558462,4,3,2,4.5,0.329814,0.401099,3495
EC02787,33,1724,12,1078.07,89.84,274,21,4.7,21.53,0.096174,2,2,3,3.6,0.013856,0.543657,1636
EC02788,22,711,12,423.69,35.31,107,20,9.69,1.52,0.083841,3,1,1,4.2,0.164078,0.357265,4368
EC02789,62,998,14,430.19,30.73,7,23,2.41,10.82,0.110836,5,5,2,3.5,0.41931,0.298587,11755
EC02790,49,917,17,1346.07,79.18,34,25,9.61,18.42,0.04978,7,3,2,3.7,0.075891,0.196123,4676
EC02791,51,1010,19,1962.23,103.28,2,15,6.05,11.58,0.151214,6,4,3,5.0,0.071404,0.430617,377
EC02792,40,1776,10,957.9,95.79,340,20,6.27,7.62,0.32363,6,3,2,3.3,0.314583,0.454291,2208
EC02793,50,1487,11,1183.53,107.59,174,15,9.03,14.9,0.523897,5,2,1,2.5,0.090064,0.461483,2401
EC02794,65,860,9,682.26,75.81,66,21,4.59,17.8,0.046326,3,2,0,4.8,0.14077,0.74135,3460
EC02795,21,156,17,647.68,38.1,267,19,11.72,,0.465523,7,4,1,3.6,0.092167,0.476048,6046
EC02796,40,681,13,1951.82,150.14,308,14,2.9,22.01,0.302643,9,1,1,4.7,0.118188,0.646521,8946
EC02797,19,135,17,2364.01,139.06,126,18,14.81,14.2,0.209049,8,2,3,3.0,0.251929,0.365579,2985
EC02798,41,348,10,999.7,99.97,304,22,5.3,2.5,0.146214,2,3,1,5.0,0.126712,0.21503,4227
EC02799,34,1708,15,1961.06,130.74,20,25,12.41,20.15,0.057895,8,4,1,3.7,0.096254,0.243839,7837
EC02800,49,785,6,1428.67,238.11,16,29,4.66,8.4,0.447257,6,3,3,4.4,0.093537,0.482484,1199
EC02801,66,1828,15,1821.61,121.44,200,14,10.22,11.14,0.316954,4,6,2,4.4,0.024505,0.238619,4685
EC02802,64,448,15,396.91,26.46,331,28,9.09,17.87,0.350176,3,4,1,3.8,0.173629,0.418184,2636
EC02803,61,325,12,352.82,29.4,50,16,4.53,12.9,0.134614,7,2,0,4.8,0.010532,0.587644,8459
EC02804,20,1774,17,1774.49,104.38,260,14,6.53,8.21,0.190589,7,3,2,3.2,0.100249,0.415207,8901
EC02805,65,1957,10,721.58,72.16,69,24,6.36,7.52,0.143738,1,2,0,5.0,0.292346,0.627551,3448
EC02806,63,1219,10,426.37,42.64,311,13,6.34,20.67,0.30303,1,1,4,4.2,0.305832,0.61474,9381
EC02807,31,1382,9,2051.33,227.93,92,26,10.0,,0.560295,10,3,4,4.1,0.321098,0.737134,12933
EC02808,69,1361,10,2030.53,203.05,120,21,1.52,17.38,0.254565,10,2,4,2.9,0.075965,0.351371,8210
EC02809,50,545,6,4346.11,724.35,343,16,6.93,2.73,0.029637,6,3,5,2.6,0.087946,0.523923,10019
EC02810,57,375,16,1001.78,62.61,68,21,1.0,23.66,0.128284,7,5,1,3.8,0.178574,0.394629,3863
EC02811,22,1116,9,1394.3,154.92,230,21,2.53,13.93,0.410878,5,2,1,4.1,0.069412,0.57251,8266
EC02812,50,800,16,2080.29,130.02,286,18,5.98,19.38,0.339668,6,5,3,4.7,0.018504,0.627064,7760
EC02813,69,1516,17,1346.98,79.23,110,27,3.94,16.0,0.384126,3,3,2,4.5,0.227117,0.736042,2948
EC02814,22,806,12,1573.28,131.11,270,26,7.61,21.16,0.250601,1,1,4,3.4,0.027173,0.692161,3854
EC02815,36,1718,8,1040.67,130.08,32,16,2.59,8.35,0.070645,3,1,0,4.0,0.412946,0.393306,10199
EC02816,33,219,14,759.05,54.22,199,21,6.65,19.95,0.508788,3,4,4,3.0,0.166663,0.189848,13619
EC02817,59,262,9,942.13,104.68,45,18,10.08,9.02,0.53577,5,3,1,3.1,0.24123,0.835557,7685
EC02818,65,334,20,1121.98,56.1,232,22,2.52,17.64,0.325885,7,5,2,3.0,0.516229,0.620051,11332
EC02819,58,1192,8,2053.62,256.7,131,22,7.63,3.28,0.100342,3,8,1,4.6,0.017139,0.758657,14006
EC02820,48,213,8,970.7,121.34,191,14,2.87,3.5,0.219203,6,6,3,3.9,0.149259,0.260601,2313
EC02821,61,343,16,1225.48,76.59,355,22,11.79,14.65,0.200195,4,2,4,2.9,0.03988,0.70298,7096
EC02822,65,867,9,1678.88,186.54,13,15,3.63,13.04,0.308786,1,1,5,3.7,0.17138,0.239443,5466
EC02823,20,469,14,884.01,63.14,28,15,12.86,19.8,0.378957,4,3,3,3.3,0.153234,0.352526,10423
EC02824,28,1731,15,1371.44,91.43,56,21,5.39,8.34,0.336382,4,4,2,3.5,0.123998,0.353309,13955
EC02825,18,680,13,825.96,63.54,138,27,5.17,6.7,0.068647,4,3,2,5.0,0.205104,0.565152,8044
EC02826,64,1723,11,236.68,21.52,201,26,5.5,12.47,0.339451,2,5,3,3.2,0.012756,0.745464,6684
EC02827,23,578,18,1137.99,63.22,361,16,4.81,12.55,0.018756,4,1,1,3.9,0.078222,0.459838,8181
EC02828,61,1008,13,632.35,48.64,109,23,5.55,15.46,0.43683,7,2,2,4.3,0.323706,0.537669,10094
EC02829,29,1733,9,1036.32,115.15,25,21,5.02,12.15,0.188638,1,4,3,2.9,0.081056,0.62637,1029
EC02830,53,506,14,1244.19,88.87,350,21,7.69,14.31,0.118437,5,4,1,4.1,0.119014,0.350542,6967
